subject,predicate,object
visual-clusteredColumnChart_L,hasType,visual-clusteredColumnChart
Comparison of World Series Champions Boston Red Sox 20th Century,belongTo,visual-clusteredColumnChart_L
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
Covid-19 Scheduled Refresh from GitHub,belongTo,visual-multiRowCard_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
Covid-19 Scheduled Refresh from GitHub,belongTo,visual-multiRowCard_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
Covid-19 Scheduled Refresh from GitHub,belongTo,visual-multiRowCard_0
visual-funnel_0,hasSize,0
visual-funnel_0,hasType,visual-funnel
Covid-19 Scheduled Refresh from GitHub,belongTo,visual-funnel_0
visual-map_0,hasSize,0
visual-map_0,hasType,visual-map
Covid-19 Scheduled Refresh from GitHub,belongTo,visual-map_0
visual-TornadoChart_0,hasSize,0
visual-TornadoChart_0,hasType,visual-TornadoChart
Covid-19 Scheduled Refresh from GitHub,belongTo,visual-TornadoChart_0
visual-areaChart_L,hasSize,L
visual-areaChart_L,hasType,visual-areaChart
Covid-19 Scheduled Refresh from GitHub,belongTo,visual-areaChart_L
visual-areaChart_L,hasSize,L
visual-areaChart_L,hasType,visual-areaChart
IT HELPDESK DASHBOARD,belongTo,visual-areaChart_L
visual-clusteredBarChart_L,hasSize,L
visual-clusteredBarChart_L,hasType,visual-clusteredBarChart
IT HELPDESK DASHBOARD,belongTo,visual-clusteredBarChart_L
visual-donutChart_0,hasSize,0
visual-donutChart_0,hasType,visual-donutChart
IT HELPDESK DASHBOARD,belongTo,visual-donutChart_0
visual-donutChart_0,hasSize,0
visual-donutChart_0,hasType,visual-donutChart
IT HELPDESK DASHBOARD,belongTo,visual-donutChart_0
visual-columnChart_L,hasSize,L
visual-columnChart_L,hasType,visual-columnChart
IT HELPDESK DASHBOARD,belongTo,visual-columnChart_L
visual-barChart_L,hasSize,L
visual-barChart_L,hasType,visual-barChart
Workout Wednesday_2023_Week_15,belongTo,visual-barChart_L
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
HR-Dashboard_PB,belongTo,visual-multiRowCard_0
visual-decompositionTreeVisual_0,hasSize,0
visual-decompositionTreeVisual_0,hasType,visual-decompositionTreeVisual
HR-Dashboard_PB,belongTo,visual-decompositionTreeVisual_0
visual-lineChart_L,hasSize,L
visual-lineChart_L,hasType,visual-lineChart
HR-Dashboard_PB,belongTo,visual-lineChart_L
visual-Timeline_0,hasSize,0
visual-Timeline_0,hasType,visual-Timeline
HR-Dashboard_PB,belongTo,visual-Timeline_0
visual-pivotTable_0,hasSize,0
visual-pivotTable_0,hasType,visual-pivotTable
Workout Wednesday 2021 | Week 6 - Long Labels,belongTo,visual-pivotTable_0
visual-barChart_L,hasSize,L
visual-barChart_L,hasType,visual-barChart
Workout Wednesday 2021 | Week 6 - Long Labels,belongTo,visual-barChart_L
visual-columnChart_L,hasSize,L
visual-columnChart_L,hasType,visual-columnChart
Workout Wednesday 2021 | Week 6 - Long Labels,belongTo,visual-columnChart_L
visual-columnChart_L,hasSize,L
visual-columnChart_L,hasType,visual-columnChart
Workout Wednesday 2021 | Week 6 - Long Labels,belongTo,visual-columnChart_L
visual-columnChart_L,hasSize,L
visual-columnChart_L,hasType,visual-columnChart
Como melhorar o aluguel de bikes,belongTo,visual-columnChart_L
visual-areaChart_L,hasSize,L
visual-areaChart_L,hasType,visual-areaChart
Como melhorar o aluguel de bikes,belongTo,visual-areaChart_L
visual-map_L,hasSize,L
visual-map_L,hasType,visual-map
Chicago Food Inspections 2010-2022,belongTo,visual-map_L
visual-map_0,hasSize,0
visual-map_0,hasType,visual-map
Chicago Food Inspections 2010-2022,belongTo,visual-map_0
visual-map_L,hasSize,L
visual-map_L,hasType,visual-map
Chicago Food Inspections 2010-2022,belongTo,visual-map_L
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Chicago Food Inspections 2010-2022,belongTo,visual-ChicletSlicer_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Chicago Food Inspections 2010-2022,belongTo,visual-ChicletSlicer_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Chicago Food Inspections 2010-2022,belongTo,visual-ChicletSlicer_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Chicago Food Inspections 2010-2022,belongTo,visual-ChicletSlicer_0
visual-ZoomChartsPieChartPaid_0,hasSize,0
visual-ZoomChartsPieChartPaid_0,hasType,visual-ZoomChartsPieChartPaid
Chicago Food Inspections 2010-2022,belongTo,visual-ZoomChartsPieChartPaid_0
visual-treemap_0,hasSize,0
visual-treemap_0,hasType,visual-treemap
Chicago Food Inspections 2010-2022,belongTo,visual-treemap_0
visual-ZoomChartsPieChartPaid_0,hasSize,0
visual-ZoomChartsPieChartPaid_0,hasType,visual-ZoomChartsPieChartPaid
Chicago Food Inspections 2010-2022,belongTo,visual-ZoomChartsPieChartPaid_0
visual-ZoomChartsPieChartPaid_0,hasSize,0
visual-ZoomChartsPieChartPaid_0,hasType,visual-ZoomChartsPieChartPaid
Chicago Food Inspections 2010-2022,belongTo,visual-ZoomChartsPieChartPaid_0
visual-textFilter_0,hasSize,0
visual-textFilter_0,hasType,visual-textFilter
Chicago Food Inspections 2010-2022,belongTo,visual-textFilter_0
visual-textFilter_0,hasSize,0
visual-textFilter_0,hasType,visual-textFilter
Chicago Food Inspections 2010-2022,belongTo,visual-textFilter_0
visual-textFilter_0,hasSize,0
visual-textFilter_0,hasType,visual-textFilter
Chicago Food Inspections 2010-2022,belongTo,visual-textFilter_0
visual-textFilter_0,hasSize,0
visual-textFilter_0,hasType,visual-textFilter
Chicago Food Inspections 2010-2022,belongTo,visual-textFilter_0
visual-textFilter_0,hasSize,0
visual-textFilter_0,hasType,visual-textFilter
Chicago Food Inspections 2010-2022,belongTo,visual-textFilter_0
visual-map_0,hasSize,0
visual-map_0,hasType,visual-map
Global Plane Crashes and Fatalities,belongTo,visual-map_0
visual-clusteredBarChart_L,hasSize,L
visual-clusteredBarChart_L,hasType,visual-clusteredBarChart
Global Plane Crashes and Fatalities,belongTo,visual-clusteredBarChart_L
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Global Plane Crashes and Fatalities,belongTo,visual-ChicletSlicer_0
visual-clusteredColumnChart_L,hasSize,L
visual-clusteredColumnChart_L,hasType,visual-clusteredColumnChart
Global Plane Crashes and Fatalities,belongTo,visual-clusteredColumnChart_L
visual-stackedAreaChart_L,hasSize,L
visual-stackedAreaChart_L,hasType,visual-stackedAreaChart
Global Plane Crashes and Fatalities,belongTo,visual-stackedAreaChart_L
visual-columnChart_M,hasSize,M
visual-columnChart_M,hasType,visual-columnChart
Global Plane Crashes and Fatalities,belongTo,visual-columnChart_M
visual-columnChart_M,hasSize,M
visual-columnChart_M,hasType,visual-columnChart
Global Plane Crashes and Fatalities,belongTo,visual-columnChart_M
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Global Plane Crashes and Fatalities,belongTo,visual-ChicletSlicer_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Global Plane Crashes and Fatalities,belongTo,visual-ChicletSlicer_0
visual-columnChart_L,hasSize,L
visual-columnChart_L,hasType,visual-columnChart
Juvenile Detention in Iowa,belongTo,visual-columnChart_L
visual-columnChart_L,hasSize,L
visual-columnChart_L,hasType,visual-columnChart
Juvenile Detention in Iowa,belongTo,visual-columnChart_L
visual-treemap_0,hasSize,0
visual-treemap_0,hasType,visual-treemap
Juvenile Detention in Iowa,belongTo,visual-treemap_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-treemap_0,hasSize,0
visual-treemap_0,hasType,visual-treemap
Juvenile Detention in Iowa,belongTo,visual-treemap_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-treemap_0,hasSize,0
visual-treemap_0,hasType,visual-treemap
Juvenile Detention in Iowa,belongTo,visual-treemap_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-ZoomChartsDrillDownPiePro_0,hasSize,0
visual-ZoomChartsDrillDownPiePro_0,hasType,visual-ZoomChartsDrillDownPiePro
Juvenile Detention in Iowa,belongTo,visual-ZoomChartsDrillDownPiePro_0
visual-pieChart_S,hasSize,S
visual-pieChart_S,hasType,visual-pieChart
Juvenile Detention in Iowa,belongTo,visual-pieChart_S
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-treemap_0,hasSize,0
visual-treemap_0,hasType,visual-treemap
Juvenile Detention in Iowa,belongTo,visual-treemap_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-treemap_0,hasSize,0
visual-treemap_0,hasType,visual-treemap
Juvenile Detention in Iowa,belongTo,visual-treemap_0
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-ZoomChartsDrillDownPiePro_0,hasSize,0
visual-ZoomChartsDrillDownPiePro_0,hasType,visual-ZoomChartsDrillDownPiePro
Juvenile Detention in Iowa,belongTo,visual-ZoomChartsDrillDownPiePro_0
visual-ZoomChartsDrillDownPiePro_0,hasSize,0
visual-ZoomChartsDrillDownPiePro_0,hasType,visual-ZoomChartsDrillDownPiePro
Juvenile Detention in Iowa,belongTo,visual-ZoomChartsDrillDownPiePro_0
visual-columnChart_M,hasSize,M
visual-columnChart_M,hasType,visual-columnChart
Juvenile Detention in Iowa,belongTo,visual-columnChart_M
visual-ChicletSlicer_0,hasSize,0
visual-ChicletSlicer_0,hasType,visual-ChicletSlicer
Juvenile Detention in Iowa,belongTo,visual-ChicletSlicer_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
datalab: World Wildlife Fund - Biodiversity,belongTo,visual-multiRowCard_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
datalab: World Wildlife Fund - Biodiversity,belongTo,visual-multiRowCard_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
datalab: World Wildlife Fund - Biodiversity,belongTo,visual-multiRowCard_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
datalab: World Wildlife Fund - Biodiversity,belongTo,visual-multiRowCard_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
datalab: World Wildlife Fund - Biodiversity,belongTo,visual-multiRowCard_0
visual-clusteredColumnChart_L,hasSize,L
visual-clusteredColumnChart_L,hasType,visual-clusteredColumnChart
datalab: World Wildlife Fund - Biodiversity,belongTo,visual-clusteredColumnChart_L
visual-clusteredColumnChart_L,hasSize,L
visual-clusteredColumnChart_L,hasType,visual-clusteredColumnChart
datalab: World Wildlife Fund - Biodiversity,belongTo,visual-clusteredColumnChart_L
visual-donutChart_0,hasSize,0
visual-donutChart_0,hasType,visual-donutChart
Impact Sales Dashboard,belongTo,visual-donutChart_0
visual-areaChart_L,hasSize,L
visual-areaChart_L,hasType,visual-areaChart
Impact Sales Dashboard,belongTo,visual-areaChart_L
visual-clusteredBarChart_L,hasSize,L
visual-clusteredBarChart_L,hasType,visual-clusteredBarChart
Impact Sales Dashboard,belongTo,visual-clusteredBarChart_L
visual-clusteredBarChart_L,hasSize,L
visual-clusteredBarChart_L,hasType,visual-clusteredBarChart
Impact Sales Dashboard,belongTo,visual-clusteredBarChart_L
visual-pivotTable_0,hasSize,0
visual-pivotTable_0,hasType,visual-pivotTable
Impact Sales Dashboard,belongTo,visual-pivotTable_0
visual-clusteredBarChart_S,hasSize,S
visual-clusteredBarChart_S,hasType,visual-clusteredBarChart
Impact Sales Dashboard,belongTo,visual-clusteredBarChart_S
visual-cardVisual_M,hasSize,M
visual-cardVisual_M,hasType,visual-cardVisual
Customer Churn Pattern Analysis,belongTo,visual-cardVisual_M
visual-donutChart_S,hasSize,S
visual-donutChart_S,hasType,visual-donutChart
Customer Churn Pattern Analysis,belongTo,visual-donutChart_S
visual-donutChart_S,hasSize,S
visual-donutChart_S,hasType,visual-donutChart
Customer Churn Pattern Analysis,belongTo,visual-donutChart_S
visual-cardVisual_M,hasSize,M
visual-cardVisual_M,hasType,visual-cardVisual
Customer Churn Pattern Analysis,belongTo,visual-cardVisual_M
visual-clusteredColumnChart_M,hasSize,M
visual-clusteredColumnChart_M,hasType,visual-clusteredColumnChart
Customer Churn Pattern Analysis,belongTo,visual-clusteredColumnChart_M
visual-clusteredBarChart_M,hasSize,M
visual-clusteredBarChart_M,hasType,visual-clusteredBarChart
Customer Churn Pattern Analysis,belongTo,visual-clusteredBarChart_M
visual-clusteredBarChart_L,hasSize,L
visual-clusteredBarChart_L,hasType,visual-clusteredBarChart
Customer Churn Pattern Analysis,belongTo,visual-clusteredBarChart_L
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
Customer Churn Pattern Analysis,belongTo,visual-multiRowCard_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
Customer Churn Pattern Analysis,belongTo,visual-multiRowCard_0
visual-donutChart_S,hasSize,S
visual-donutChart_S,hasType,visual-donutChart
Customer Churn Pattern Analysis,belongTo,visual-donutChart_S
visual-donutChart_S,hasSize,S
visual-donutChart_S,hasType,visual-donutChart
Customer Churn Pattern Analysis,belongTo,visual-donutChart_S
visual-cardVisual_M,hasSize,M
visual-cardVisual_M,hasType,visual-cardVisual
Customer Churn Pattern Analysis,belongTo,visual-cardVisual_M
visual-clusteredColumnChart_M,hasSize,M
visual-clusteredColumnChart_M,hasType,visual-clusteredColumnChart
Customer Churn Pattern Analysis,belongTo,visual-clusteredColumnChart_M
visual-clusteredBarChart_M,hasSize,M
visual-clusteredBarChart_M,hasType,visual-clusteredBarChart
Customer Churn Pattern Analysis,belongTo,visual-clusteredBarChart_M
visual-clusteredBarChart_L,hasSize,L
visual-clusteredBarChart_L,hasType,visual-clusteredBarChart
Customer Churn Pattern Analysis,belongTo,visual-clusteredBarChart_L
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
Customer Churn Pattern Analysis,belongTo,visual-multiRowCard_0
visual-multiRowCard_0,hasSize,0
visual-multiRowCard_0,hasType,visual-multiRowCard
Customer Churn Pattern Analysis,belongTo,visual-multiRowCard_0
visual-textFilter_0,hasSize,0
visual-textFilter_0,hasType,visual-textFilter
Pokémon Dashboard - with sound😮🎵,belongTo,visual-textFilter_0
visual-lineClusteredColumnComboChart_L,hasSize,L
visual-lineClusteredColumnComboChart_L,hasType,visual-lineClusteredColumnComboChart
Pokémon Dashboard - with sound😮🎵,belongTo,visual-lineClusteredColumnComboChart_L
visual-pivotTable_0,hasSize,0
visual-pivotTable_0,hasType,visual-pivotTable
Pokémon Dashboard - with sound😮🎵,belongTo,visual-pivotTable_0
visual-cardVisual_M,hasSize,M
visual-cardVisual_M,hasType,visual-cardVisual
Pokémon Dashboard - with sound😮🎵,belongTo,visual-cardVisual_M
visual-cardVisual_M,hasSize,M
visual-cardVisual_M,hasType,visual-cardVisual
Pokémon Dashboard - with sound😮🎵,belongTo,visual-cardVisual_M
visual-lineClusteredColumnComboChart_S,hasSize,S
visual-lineClusteredColumnComboChart_S,hasType,visual-lineClusteredColumnComboChart
NSW Toll Road Data,belongTo,visual-lineClusteredColumnComboChart_S
visual-donutChart_S,hasSize,S
visual-donutChart_S,hasType,visual-donutChart
NSW Toll Road Data,belongTo,visual-donutChart_S
visual-barChart_L,hasSize,L
visual-barChart_L,hasType,visual-barChart
NSW Toll Road Data,belongTo,visual-barChart_L
visual-lineChart_S,hasSize,S
visual-lineChart_S,hasType,visual-lineChart
NSW Toll Road Data,belongTo,visual-lineChart_S
visual-columnChart_L,hasSize,L
visual-columnChart_L,hasType,visual-columnChart
NSW Toll Road Data,belongTo,visual-columnChart_L
visual-donutChart_S,hasSize,S
visual-donutChart_S,hasType,visual-donutChart
NSW Toll Road Data,belongTo,visual-donutChart_S
visual-lineChart_L,hasSize,L
visual-lineChart_L,hasType,visual-lineChart
Capstone project_Vending machine sale,belongTo,visual-lineChart_L
visual-RadarChart_0,hasSize,0
visual-RadarChart_0,hasType,visual-RadarChart
Capstone project_Vending machine sale,belongTo,visual-RadarChart_0
visual-WordCloud_0,hasSize,0
visual-WordCloud_0,hasType,visual-WordCloud
Capstone project_Vending machine sale,belongTo,visual-WordCloud_0
visual-packedBubble_0,hasSize,0
visual-packedBubble_0,hasType,visual-packedBubble
Capstone project_Vending machine sale,belongTo,visual-packedBubble_0
visual-treemap_0,hasSize,0
visual-treemap_0,hasType,visual-treemap
Capstone project_Vending machine sale,belongTo,visual-treemap_0
visual-pivotTable_0,hasSize,0
visual-pivotTable_0,hasType,visual-pivotTable
Nuevo Financial Dashboard,belongTo,visual-pivotTable_0
visual-pivotTable_0,hasSize,0
visual-pivotTable_0,hasType,visual-pivotTable
Nuevo Financial Dashboard,belongTo,visual-pivotTable_0
visual-pivotTable_0,hasSize,0
visual-pivotTable_0,hasType,visual-pivotTable
Nuevo Financial Dashboard,belongTo,visual-pivotTable_0
